title,description,file size and date,additional keywords,link,derived_link
Jan Mulder (politician),"[""2010 until 2014. He is a member of the People's Party for Freedom and "", 'Democracy', ' (VVD), a member party of the Alliance of Liberals and Democrats for Europe...']","['3 KB (250 words) - 19:59, 21 September 2021']","['(redirect from ', ""Jan Mulder (People's Party for Freedom and "", 'Democracy', ')', ')']",/wiki/Jan_Mulder_(politician),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Social ,"['The Social ', 'Democracy', ' Party of Albania (Albanian: Partia Demokracia Sociale e Shqipërisë) is a social-democratic Albanian political party. It was established...']","['2 KB (116 words) - 13:59, 22 May 2023']",[],/wiki/Social_Democracy_Party_of_Albania,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Democracy,"['The ', 'Democracy', ' and Progress Party (Turkish: Demokrasi ve Atılım Partisi, DEVA) is a Turkish political party founded on 9 March 2020 under the leadership...']","['11 KB (708 words) - 20:58, 7 October 2023']",[],/wiki/Democracy_and_Progress_Party,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Grupo De Apoyo a la Democracia,"['The Grupo De Apoyo a la Democracia (Group for the Support of ', 'Democracy', ') is a group of dissident Cuban exiles living in the United States. In 2006, they...']","['699 bytes (64 words) - 06:18, 7 February 2019']","['(redirect from ', 'Group for the support of ', 'democracy', ')']",/wiki/Grupo_De_Apoyo_a_la_Democracia,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Rally for ,"['The Rally for ', 'Democracy', ' and Renewal (French: Rassemblement pour la Démocratie et le Renouveau, RDR) is a political party in the Comoros. The RDR was founded...']","['2 KB (133 words) - 23:55, 15 December 2020']",[],/wiki/Rally_for_Democracy_and_Renewal,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Democracy,"['Democracy', ' and Equality (French: Démocratie - Égalité) was an organized caucus in the French Socialist Party. The faction was founded in 2000 by Henri...']","['635 bytes (68 words) - 16:22, 7 May 2022']",[],/wiki/Democracy_and_Equality,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Alliance for ,"['The Alliance for ', 'Democracy', ' (Spanish: Alianza por la Democracia or APD) is a political party in the Dominican Republic. It first contested national elections...']","['876 bytes (72 words) - 23:30, 2 July 2023']",[],/wiki/Alliance_for_Democracy_(Dominican_Republic),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Jane Addams School for ,"['Baker Center, the Jane Addams School for ', 'Democracy', ' was an organization dedicated to the ideals of ', 'democracy', ' and citizenship. In an environment that seeks...']","['3 KB (364 words) - 12:55, 21 November 2020']",[],/wiki/Jane_Addams_School_for_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
MERA25,"['the pan-European movement, ', 'Democracy', ' in Europe Movement 2025 (DiEM25). This political party was founded first as ', 'Democracy', ' in Europe (German: Demokratie...']","['9 KB (830 words) - 06:08, 9 November 2023']","['(redirect from ', 'Democracy', ' in Europe – DiEM25', ')']",/wiki/MERA25,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Ourensan ,"['Ourensan ', 'Democracy', ' (Galician: Democracia Ourensana, DO) is a political party active in the Province of Ourense, mainly in the Comarca of Ourense. DO was...']","['5 KB (147 words) - 14:08, 7 October 2023']",[],/wiki/Ourensan_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
National Union for ,"['The National Union for ', 'Democracy', ' and Progress (Union Nationale pour la Démocratie et le Progrès) is a political party of Benin. In the parliamentary election...']","['645 bytes (47 words) - 18:21, 15 December 2020']",[],/wiki/National_Union_for_Democracy_and_Progress_(Benin),/wiki/Minderoo_Centre_for_Technology_and_Democracy
National ,"['National ', 'Democracy', ' (Spanish: Democracia Nacional, DN) is a far-right political party in Spain, founded in 1995. It is modelled on the National Rally (RN)...']","['19 KB (1,042 words) - 20:24, 14 September 2023']",[],/wiki/National_Democracy_(Spain),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Danish Institute for Parties and ,"['and ', 'Democracy', ' (DIPD) was established by the Danish Parliament in May 2010. Its overall purpose is to strengthen and complement the Danish ', 'democracy', ' assistance...']","['3 KB (305 words) - 05:43, 13 March 2022']",[],/wiki/Danish_Institute_for_Parties_and_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Venezuelan Human Rights and ,"['The Venezuelan Human Rights and ', 'Democracy', ' Protection Act (H.R.\xa04587) is a bill that would impose sanctions against Venezuela and authorize appropriations...']","['17 KB (1,858 words) - 13:19, 12 August 2022']",[],/wiki/Venezuelan_Human_Rights_and_Democracy_Protection_Act,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Radical ,"['The Radical ', 'Democracy', ' Party was an abolitionist and anti-Confederate political party in the United States. The party was formed to contest the 1864 presidential...']","['10 KB (1,070 words) - 02:11, 22 August 2023']",[],/wiki/Radical_Democracy_Party_(United_States),/wiki/Minderoo_Centre_for_Technology_and_Democracy
All Mon Region ,"['boxes, or other symbols instead of Burmese script. The All Mon Region ', 'Democracy', ' Party (AMRDP) was a political party in Myanmar, representing the interests...']","['3 KB (226 words) - 17:37, 6 September 2022']",[],/wiki/All_Mon_Region_Democracy_Party,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Drugs and ,"['Drugs and ', 'Democracy', ' in Rio de Janeiro: Trafficking, Social Networks, and Public Security is a book by Enrique Desmond Arias published by the University...']","['13 KB (1,759 words) - 00:25, 4 May 2023']",[],/wiki/Drugs_and_Democracy_in_Rio_de_Janeiro,/wiki/Minderoo_Centre_for_Technology_and_Democracy
"Party for Peace, ","['The Party for Peace, ', 'Democracy', ', and Development (Portuguese: Partido para a Paz Democracia e Desenvolvimento) is a political party in Mozambique. At the...']","['844 bytes (81 words) - 22:15, 15 December 2020']",[],"/wiki/Party_for_Peace,_Democracy,_and_Development",/wiki/Minderoo_Centre_for_Technology_and_Democracy
Building ,"['The Building ', 'Democracy', ' (Costruire Democrazia) is a political party based in Molise, Italy. The party was founded in September 2009 by the lawyer Massimo...']","['4 KB (251 words) - 09:27, 10 November 2023']",[],/wiki/Building_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
"People for Real, Open and United ","['People for Real, Open and United ', 'Democracy', ', abbreviated to PROUD, was a political party in Bulgaria. It was formed by Slavcho Binev MEP on 22 April 2012...']","['2 KB (103 words) - 12:05, 7 September 2022']",[],"/wiki/People_for_Real,_Open_and_United_Democracy",/wiki/Minderoo_Centre_for_Technology_and_Democracy
Movement for Youth and ,"['The Movement for Youth and ', 'Democracy', "" (Mouvement pour la Jeunesse et la Démocratie) is a minor political party in Algeria. In the 17 May 2007 People's...""]","['711 bytes (57 words) - 16:55, 15 December 2020']",[],/wiki/Movement_for_Youth_and_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Democracy,"['The ', 'Democracy', ' and Freedom Web, also known as Perspectives Web, was a Mainland China-based website founded by Wu Wei on June 12, 2001. It was officially...']","['7 KB (394 words) - 19:30, 6 April 2022']",[],/wiki/Democracy_and_Freedom_Web,/wiki/Minderoo_Centre_for_Technology_and_Democracy
¡Democracia Real YA!,"['¡Democracia Real YA! (DRY, Spanish for Real ', 'Democracy', ' NOW!), also known as Plataforma Democracia Real Ya! (Real ', 'Democracy', ' NOW Platform!), is a Spanish grassroots...']","['27 KB (3,252 words) - 23:12, 11 September 2022']","['(redirect from ', 'Real ', 'Democracy', ' NOW!', ')']",/wiki/%C2%A1Democracia_Real_YA!,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Kazakh ,"['The Kazakh ', 'democracy', ' movement is a series of political movements in Kazakhstan that are supported by opposition groups and civil activists which are seeking...']","['21 KB (1,902 words) - 22:11, 26 September 2023']",[],/wiki/Kazakh_democracy_movement,/wiki/Minderoo_Centre_for_Technology_and_Democracy
United Nationalities League for ,"['The United Nationalities League for ', 'Democracy', ' (Burmese: ပြည်ထောင်စု တိုင်းရင်းသားလူမျိုးများ ဒီမိုကရေစီအဖွဲ့ချုပ်; UNLD) was a political alliance in Myanmar...']","['2 KB (232 words) - 21:09, 19 November 2021']",[],/wiki/United_Nationalities_League_for_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
People Demand ,"['People Demand ', 'Democracy', ' (PDD) is a British activist group that campaigns for electoral reform, including the replacement of the House of Lords with a...']","['6 KB (651 words) - 22:48, 16 October 2023']",[],/wiki/People_Demand_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Union for ,"['The Union for ', 'Democracy', ' and Progress (French: Union pour la démocratie et le progrès, UDP; Arabic: الاتحاد للديمقراطية والتقدم) is a political party in...']","['7 KB (315 words) - 17:10, 26 October 2023']",[],/wiki/Union_for_Democracy_and_Progress,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Movement for Grassroots ,"['The Movement of Grassroots ', 'Democracy', ' is a political party in Anguilla. At the last elections, 21 February 2005, the party won no seats. v t e v t e...']","['697 bytes (29 words) - 23:57, 3 April 2018']",[],/wiki/Movement_for_Grassroots_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Jewish and democratic state,"['As part of a project to draft a constitution for Israel by the Israel ', 'Democracy', "" Institute (IDI) led by former Chief Justice Aharon Barak, the country's...""]","['17 KB (2,155 words) - 10:57, 19 October 2023']","['(redirect from ', 'Jewish ', 'democracy', ')']",/wiki/Jewish_and_democratic_state,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Arab Master's in ,"[""The Arab Master's in "", 'Democracy', ' and Human Rights is a regional programme established for the study and reinforcement of ', 'democracy', ' and human rights in the...']","['5 KB (481 words) - 02:07, 1 June 2023']",[],/wiki/Arab_Master%27s_in_Democracy_and_Human_Rights,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Rally for ,"['The Rally for ', 'Democracy', ' and Liberty, abbreviated as R.D.L. (Rassemblement pour la Démocratie et la Liberté in French) is a Chadian rebel group that was...']","['2 KB (169 words) - 16:23, 30 August 2023']",[],/wiki/Rally_for_Democracy_and_Liberty,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Grassroots Democratic Party (Cambodia),"['“bottom-up ', 'democracy', '.” The logo has four colors: green, blue, red and white. The official color of the party is green, representing grassroots ', 'democracy', ' and...']","['14 KB (1,286 words) - 10:13, 8 November 2023']","['(redirect from ', 'Grassroots ', 'Democracy', ' Party', ')']",/wiki/Grassroots_Democratic_Party_(Cambodia),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Never at War,"['Never at War: Why ', 'Democracies', ' Will Not Fight One Another is a book by the historian and physicist Spencer R. Weart published by Yale University Press...']","['27 KB (3,776 words) - 08:55, 19 April 2023']","['(redirect from ', 'Never at War: Why ', 'Democracies', ' Will Not Fight One Another', ')']",/wiki/Never_at_War,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Union for ,"['The Union for ', 'Democracy', ' and Social Progress (French: Union pour la Démocratie et le Progrès Social) was a political party in Burkina Faso. In the 2007...']","['480 bytes (43 words) - 00:33, 5 December 2015']",[],/wiki/Union_for_Democracy_and_Social_Progress_(Burkina_Faso),/wiki/Minderoo_Centre_for_Technology_and_Democracy
National League for ,"['The National League for ', 'Democracy', ' (NLD) is a political party in Tanzania. The party was registered on 21 March 1993. In elections held on 14 December...']","['915 bytes (63 words) - 15:42, 5 April 2023']",[],/wiki/National_League_for_Democracy_(Tanzania),/wiki/Minderoo_Centre_for_Technology_and_Democracy
United Peoples' Democratic Party,"['org/docid/4c1a1e9ec.html [accessed 13 August 2020] Progressio. ""Further Steps to ', 'Democracy', '"" (PDF). Wikimedia Commons has media related to United Peoples\' Democratic...']","['5 KB (222 words) - 09:22, 27 September 2023']","['(redirect from ', 'For Unity, ', 'Democracy', ' and Independence', ')']",/wiki/United_Peoples%27_Democratic_Party,/wiki/Minderoo_Centre_for_Technology_and_Democracy
Pact for ,"['The Pact for ', 'Democracy', ' is known by Dominicans as the agreement, act and / or agreement reached by José Francisco Peña Gómez and Joaquín Balaguer after...']","['2 KB (298 words) - 23:27, 27 September 2021']",[],/wiki/Pact_for_Democracy,/wiki/Minderoo_Centre_for_Technology_and_Democracy
EDEK Socialist Party,"['nationalist orientations. The party changed its name to ""Movement for Social ', 'Democracy', '"" in 2000. EDEK is led by Marinos Sizopoulos and is a member of the Party...']","['15 KB (993 words) - 15:36, 2 November 2023']","['(redirect from ', 'Movement for Social ', 'Democracy', ')']",/wiki/EDEK_Socialist_Party,/wiki/Minderoo_Centre_for_Technology_and_Democracy
African Charter on ,"['The African Charter on ', 'Democracy', ', Elections and Governance (ADC) is a document adopted by member states of the African Union (AU) on January 30, 2007...']","['8 KB (679 words) - 07:51, 2 July 2023']",[],"/wiki/African_Charter_on_Democracy,_Elections_and_Governance",/wiki/Minderoo_Centre_for_Technology_and_Democracy
National Union for ,"['The National Union for ', 'Democracy', ' and Progress (French: Union Nationale pour la Démocratie et le Progrès) is a political party in Cameroon, drawing its...']","['16 KB (1,538 words) - 14:09, 16 June 2023']",[],/wiki/National_Union_for_Democracy_and_Progress_(Cameroon),/wiki/Minderoo_Centre_for_Technology_and_Democracy
Socialist ,"['Socialist ', 'Democracy', ' (Spanish: Democracia Socialista, DS) was a Spanish political party of socialist ideology founded in 1990 by Ricardo García Damborenea...']","['2 KB (159 words) - 12:18, 12 December 2021']",[],/wiki/Socialist_Democracy_(Spain),/wiki/Minderoo_Centre_for_Technology_and_Democracy
West Africa ,"['West Africa ', 'Democracy', ' Radio (WADR) is a trans-territorial, sub-regional broadcaster based in Dakar, Senegal. WADR is a project of the Open Society Initiative...']","['2 KB (206 words) - 12:57, 14 August 2023']",[],/wiki/West_Africa_Democracy_Radio,/wiki/Minderoo_Centre_for_Technology_and_Democracy
